Tr.,MFG,KV,MVA,Age,Year Test,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,year_num,R1,R2,R3,R4,R5,Duval_Total,IRM_fault,DRM_fault,RRM_fault,DTM_fault,DPM_fault,fault_majority_vote,faults_index
186.0,FUJI,115/22,50,26,2021,11458,42225,228.0,34.0,40.0,16,20.0,3.0,28.0,2.0,12.0,135.0,54,23,6,0.4,6.666666666666667,1.25,1.4,0.10714285714285714,39.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
186.0,FUJI,115/22,50,26,2022,5645,23184,760.0,50.0,34.0,18,20.0,4.0,44.0,25.0,4.0,154.0,54,20,7,0.5294117647058824,5.0,1.1111111111111112,2.2,0.09090909090909091,42.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
187.0,EKARAT DAIHEN,115/22,50,13,2020,8489,42236,2437.0,1035.0,40.0,7,20.0,6.0,55.0,6.0,3.0,1097.0,50,58,5,0.175,3.3333333333333335,2.857142857142857,2.75,0.10909090909090909,33.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
187.0,EKARAT DAIHEN,115/22,50,13,2021,26859,58907,1390.0,503.0,19.0,60,20.0,5.0,55.0,25.0,37.0,527.0,51,28,6,3.1578947368421053,4.0,0.3333333333333333,2.75,0.09090909090909091,85.0,F1,Uncertain,Uncertain,PD,T3,F1,2
187.0,EKARAT DAIHEN,115/22,50,13,2022,11130,57056,1486.0,676.0,51.0,3,20.0,2.0,1.0,25.0,3.0,736.0,41,10,7,0.058823529411764705,10.0,6.666666666666667,0.05,2.0,25.0,PD,Uncertain,Uncertain,PD,PD,PD,3
187.0,EKARAT DAIHEN,115/22,50,13,2023,13442,68212,2573.0,1151.0,19.0,8,20.0,10.0,2.0,7.0,4.0,1201.0,45,10,8,0.42105263157894735,2.0,2.5,0.1,5.0,38.0,D1,Uncertain,D2,PD,PD,PD,3
187.0,EKARAT DAIHEN,115/22,50,13,2024,9081,47819,2597.0,965.0,32.0,5,20.0,11.0,2.0,5.0,6.0,1026.0,50,12,9,0.15625,1.8181818181818181,4.0,0.1,5.5,36.0,D1,Uncertain,D2,PD,PD,PD,3
188.0,ABB,115/22,50,17,2024,2741,53953,4253.0,139.0,32.0,161,20.0,8.0,373.0,16.0,229.0,958.0,50,9,9,5.03125,2.5,0.12422360248447205,18.65,0.021447721179624665,189.0,F1,Uncertain,Uncertain,T1,T3,F1,2
188.0,ABB,115/22,50,17,2023,3225,36016,3325.0,84.0,16.0,135,20.0,3.0,293.0,11.0,150.0,692.0,48,9,8,8.4375,6.666666666666667,0.14814814814814814,14.65,0.010238907849829351,158.0,F1,Uncertain,Uncertain,T1,T3,F1,2
188.0,ABB,115/22,50,17,2020,6647,55260,2289.0,94.0,18.0,111,20.0,4.0,250.0,25.0,172.0,649.0,49,26,5,6.166666666666667,5.0,0.18018018018018017,12.5,0.016,135.0,F1,Uncertain,Uncertain,T1,T3,F1,2
188.0,ABB,115/22,50,17,2021,4299,37958,2494.0,96.0,10.0,105,20.0,35.0,263.0,180.0,37.0,654.0,59,16,6,10.5,0.5714285714285714,0.19047619047619047,13.15,0.13307984790874525,160.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
188.0,ABB,115/22,50,17,2022,6057,39370,2552.0,101.0,11.0,108,20.0,35.0,282.0,25.0,69.0,571.0,49,18,7,9.818181818181818,0.5714285714285714,0.18518518518518517,14.1,0.12411347517730496,163.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
189.0,HYUNDAI,115/22,50,17,2020,9850,49420,950.0,950.0,15.0,33,20.0,35.0,70.0,25.0,59.0,177.0,54,29,5,2.2,0.5714285714285714,0.6060606060606061,3.5,0.5,88.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
189.0,HYUNDAI,115/22,50,17,2021,8385,44938,1769.0,15.0,13.0,43,20.0,35.0,116.0,31.0,37.0,218.0,54,11,6,3.3076923076923075,0.5714285714285714,0.46511627906976744,5.8,0.3017241379310345,98.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
189.0,HYUNDAI,115/22,50,17,2022,11669,42565,1516.0,14.0,9.0,34,20.0,35.0,83.0,25.0,16.0,156.0,48,14,7,3.7777777777777777,0.5714285714285714,0.5882352941176471,4.15,0.42168674698795183,89.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
189.0,HYUNDAI,115/22,50,17,2023,5023,40856,1983.0,15.0,14.0,40,20.0,3.0,96.0,13.0,48.0,229.0,51,9,8,2.857142857142857,6.666666666666667,0.5,4.8,0.03125,63.0,F1,Uncertain,Uncertain,PD,T3,F1,2
189.0,HYUNDAI,115/22,50,17,2024,8532,55216,2298.0,22.0,4.0,60,20.0,3.0,96.0,25.0,79.0,264.0,49,5,9,15.0,6.666666666666667,0.3333333333333333,4.8,0.03125,83.0,F1,Uncertain,Uncertain,PD,T3,F1,2
190.0,FUJI,115/22,50,26,2022,10804,38751,1948.0,105.0,20.0,36,20.0,6.0,107.0,25.0,22.0,296.0,62,13,7,1.8,3.3333333333333335,0.5555555555555556,5.35,0.056074766355140186,62.0,F1,Uncertain,Uncertain,PD,T3,F1,2
190.0,FUJI,115/22,50,26,2024,8794,43896,1939.0,236.0,11.0,24,20.0,4.0,72.0,25.0,49.0,396.0,60,18,9,2.1818181818181817,5.0,0.8333333333333334,3.6,0.05555555555555555,48.0,F1,Uncertain,Uncertain,PD,T3,F1,2
190.0,FUJI,115/22,50,26,2023,10892,31294,2088.0,193.0,15.0,2,20.0,7.0,76.0,6.0,38.0,337.0,56,12,8,0.13333333333333333,2.857142857142857,10.0,3.8,0.09210526315789473,29.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
190.0,FUJI,115/22,50,26,2021,9127,38171,1780.0,99.0,18.0,33,20.0,6.0,94.0,42.0,37.0,292.0,56,19,6,1.8333333333333333,3.3333333333333335,0.6060606060606061,4.7,0.06382978723404255,59.0,F1,Uncertain,Uncertain,PD,T3,F1,2
190.0,FUJI,115/22,50,26,2019,13927,41078,1573.0,99.0,17.0,27,20.0,6.0,69.0,25.0,22.0,240.0,56,23,4,1.588235294117647,3.3333333333333335,0.7407407407407407,3.45,0.08695652173913043,53.0,F1,Uncertain,Uncertain,PD,T3,F1,2
190.0,FUJI,115/22,50,26,2020,14076,49833,1476.0,89.0,17.0,22,20.0,5.0,77.0,25.0,32.0,242.0,53,28,5,1.2941176470588236,4.0,0.9090909090909091,3.85,0.06493506493506493,47.0,F1,Uncertain,Uncertain,PD,T3,F1,2
191.0,MITSUBISHI,115/22,50,25,2019,10470,52589,4219.0,102.0,17.0,78,20.0,8.0,273.0,25.0,135.0,613.0,32,36,4,4.588235294117647,2.5,0.2564102564102564,13.65,0.029304029304029304,106.0,F1,Uncertain,Uncertain,T1,T3,F1,2
191.0,MITSUBISHI,115/22,50,25,2020,10310,62740,950.0,950.0,23.0,63,20.0,3.0,317.0,17.0,201.0,624.0,54,6,5,2.739130434782609,6.666666666666667,0.31746031746031744,15.85,0.00946372239747634,86.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
191.0,MITSUBISHI,115/22,50,25,2021,8550,169030,1427.0,23.0,37.0,32,20.0,35.0,145.0,13.0,99.0,349.0,53,22,6,0.8648648648648649,0.5714285714285714,0.625,7.25,0.2413793103448276,87.0,F1,Uncertain,Uncertain,T2,Uncertain,F1,2
191.0,MITSUBISHI,115/22,50,25,2022,8453,57509,5721.0,106.0,22.0,87,20.0,10.0,366.0,25.0,79.0,670.0,53,15,7,3.9545454545454546,2.0,0.22988505747126436,18.3,0.0273224043715847,117.0,F1,Uncertain,Uncertain,T1,T3,F1,2
191.0,MITSUBISHI,115/22,50,25,2023,8581,56701,6395.0,73.0,26.0,109,20.0,8.0,387.0,8.0,172.0,783.0,64,12,8,4.1923076923076925,2.5,0.1834862385321101,19.35,0.020671834625323,137.0,F1,Uncertain,Uncertain,T1,T3,F1,2
191.0,MITSUBISHI,115/22,50,25,2024,7458,71956,7224.0,143.0,23.0,128,20.0,8.0,541.0,5.0,200.0,1048.0,46,19,9,5.565217391304348,2.5,0.15625,27.05,0.014787430683918669,156.0,F1,Uncertain,Uncertain,T1,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2024,9585,52101,1847.0,129.0,24.0,88,20.0,17.0,198.0,25.0,94.0,550.0,45,9,9,3.6666666666666665,1.1764705882352942,0.22727272727272727,9.9,0.08585858585858586,125.0,F1,Uncertain,Uncertain,T1,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2023,7192,39979,1750.0,106.0,17.0,98,20.0,10.0,162.0,25.0,66.0,459.0,41,9,8,5.764705882352941,2.0,0.20408163265306123,8.1,0.06172839506172839,128.0,F1,Uncertain,Uncertain,T1,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2022,6298,42654,1668.0,112.0,24.0,69,20.0,9.0,165.0,25.0,34.0,413.0,50,15,7,2.875,2.2222222222222223,0.2898550724637681,8.25,0.05454545454545454,98.0,F1,Uncertain,Uncertain,T1,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2018,9071,45706,1364.0,108.0,21.0,61,20.0,8.0,106.0,25.0,56.0,360.0,44,19,3,2.9047619047619047,2.5,0.32786885245901637,5.3,0.07547169811320754,89.0,F1,Uncertain,Uncertain,T1,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2020,16547,44635,1621.0,83.0,15.0,43,20.0,22.0,133.0,25.0,53.0,349.0,36,24,5,2.8666666666666667,0.9090909090909091,0.46511627906976744,6.65,0.16541353383458646,85.0,F1,Uncertain,Uncertain,PD,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2019,10243,34565,950.0,950.0,8.0,20,20.0,3.0,55.0,25.0,39.0,70.0,40,34,4,2.5,6.666666666666667,1.0,2.75,0.05454545454545454,43.0,F1,Uncertain,Uncertain,PD,T3,F1,2
192.0,VOLTA WERKE,115/22,50,31,2021,7650,61080,1125.0,55.0,20.0,60,20.0,3.0,112.0,11.0,86.0,347.0,43,17,6,3.0,6.666666666666667,0.3333333333333333,5.6,0.026785714285714284,83.0,F1,Uncertain,Uncertain,PD,T3,F1,2
193.0,VOLTA WERKE,115/22,50,30,2024,25741,76181,3947.0,457.0,21.0,7,20.0,60.0,26.0,11.0,13.0,595.0,45,16,9,0.3333333333333333,0.3333333333333333,2.857142857142857,1.3,2.3076923076923075,87.0,Uncertain,Uncertain,Uncertain,T2,Uncertain,T2,5
193.0,VOLTA WERKE,115/22,50,30,2023,25136,64548,3430.0,378.0,15.0,2,20.0,26.0,8.0,6.0,5.0,440.0,44,11,8,0.13333333333333333,0.7692307692307693,10.0,0.4,3.25,48.0,D1,Uncertain,D2,Uncertain,PD,D1,0
193.0,VOLTA WERKE,115/22,50,30,2022,14150,64970,3503.0,388.0,11.0,4,20.0,9.0,10.0,16.0,14.0,452.0,50,13,7,0.36363636363636365,2.2222222222222223,5.0,0.5,0.9,33.0,F1,Uncertain,Uncertain,PD,PD,PD,3
193.0,VOLTA WERKE,115/22,50,30,2020,12090,51470,950.0,950.0,18.0,43,20.0,8.0,28.0,25.0,17.0,114.0,40,36,5,2.388888888888889,2.5,0.46511627906976744,1.4,0.2857142857142857,71.0,F1,Uncertain,Uncertain,PD,T3,F1,2
193.0,VOLTA WERKE,115/22,50,30,2019,6531,42432,2221.0,210.0,17.0,41,20.0,7.0,26.0,25.0,5.0,306.0,45,22,4,2.411764705882353,2.857142857142857,0.4878048780487805,1.3,0.2692307692307692,68.0,F1,Uncertain,Uncertain,PD,T3,F1,2
193.0,VOLTA WERKE,115/22,50,30,2021,15520,172150,673.0,62.0,31.0,6,20.0,2.0,9.0,5.0,7.0,122.0,41,20,6,0.1935483870967742,10.0,3.3333333333333335,0.45,0.2222222222222222,28.0,F1,Uncertain,Uncertain,PD,PD,PD,3
194.0,ABB,115/22,50,17,2019,6302,37085,1568.0,199.0,19.0,14,20.0,35.0,55.0,25.0,37.0,232.0,52,9,4,0.7368421052631579,0.5714285714285714,1.4285714285714286,2.75,0.6363636363636364,69.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
194.0,ABB,115/22,50,17,2020,7435,43592,1605.0,204.0,27.0,30,20.0,35.0,6.0,25.0,3.0,270.0,42,14,5,1.1111111111111112,0.5714285714285714,0.6666666666666666,0.3,5.833333333333333,85.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
194.0,ABB,115/22,50,17,2021,16333,42797,1214.0,149.0,18.0,60,20.0,35.0,35.0,25.0,37.0,202.0,41,24,6,3.3333333333333335,0.5714285714285714,0.3333333333333333,1.75,1.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
194.0,ABB,115/22,50,17,2022,6496,37053,1741.0,216.0,15.0,60,20.0,35.0,7.0,25.0,37.0,238.0,40,15,7,4.0,0.5714285714285714,0.3333333333333333,0.35,5.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
194.0,ABB,115/22,50,17,2023,8663,40353,2016.0,238.0,13.0,18,20.0,35.0,9.0,25.0,3.0,281.0,53,12,8,1.3846153846153846,0.5714285714285714,1.1111111111111112,0.45,3.888888888888889,73.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
194.0,ABB,115/22,50,17,2024,9196,40018,1674.0,331.0,12.0,24,20.0,3.0,10.0,10.0,12.0,402.0,48,11,9,2.0,6.666666666666667,0.8333333333333334,0.5,0.3,47.0,F1,Uncertain,Uncertain,PD,PD,PD,3
195.0,MITSUBISHI,115/22,50,9,2018,6934,39834,1257.0,502.0,17.0,4,2.2,35.0,3.0,25.0,4.0,532.2,41,8,3,0.23529411764705882,0.06285714285714286,0.55,1.3636363636363635,11.666666666666666,41.2,Uncertain,Uncertain,Uncertain,T2,T1,T2,5
195.0,MITSUBISHI,115/22,50,9,2019,11917,45423,1804.0,615.0,14.0,6,2.0,2.0,2.0,25.0,1.0,642.0,56,6,4,0.42857142857142855,1.0,0.3333333333333333,1.0,1.0,10.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
195.0,MITSUBISHI,115/22,50,9,2020,19787,49326,1410.0,471.0,24.0,60,2.1,4.0,1.0,25.0,37.0,502.1,39,22,5,2.5,0.525,0.035,0.47619047619047616,4.0,66.1,Uncertain,Uncertain,Uncertain,T1,Uncertain,T1,4
195.0,MITSUBISHI,115/22,50,9,2021,11650,52550,1808.0,396.0,19.0,3,20.0,35.0,1.0,1.0,1.0,421.0,56,16,6,0.15789473684210525,0.5714285714285714,6.666666666666667,0.05,35.0,58.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
195.0,MITSUBISHI,115/22,50,9,2022,2934,50212,1700.0,679.0,5.0,4,20.0,1.0,2.0,25.0,37.0,691.0,41,15,7,0.8,20.0,5.0,0.1,0.5,25.0,F1,Uncertain,Uncertain,PD,PD,PD,3
195.0,MITSUBISHI,115/22,50,9,2023,6789,45571,2033.0,897.0,14.0,4,20.0,1.0,2.0,2.0,1.0,921.0,48,13,8,0.2857142857142857,20.0,5.0,0.1,0.5,25.0,F1,Uncertain,Uncertain,PD,PD,PD,3
195.0,MITSUBISHI,115/22,50,9,2024,8808,33590,1868.0,771.0,12.0,6,20.0,35.0,2.0,25.0,37.0,791.0,46,9,9,0.5,0.5714285714285714,3.3333333333333335,0.1,17.5,61.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
195.0,MITSUBISHI,115/22,50,9,2017,8597,49004,1226.0,491.0,14.0,2,1.6,1.0,1.0,25.0,37.0,510.6,50,10,2,0.14285714285714285,1.6,0.8,0.625,1.0,4.6,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
196.0,MITSUBISHI,115/22,50,17,2023,9020,50780,950.0,950.0,45.0,60,20.0,35.0,55.0,25.0,37.0,200.0,32,20,8,1.3333333333333333,0.5714285714285714,0.3333333333333333,2.75,0.6363636363636364,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
196.0,MITSUBISHI,115/22,50,17,2024,3679,59403,3372.0,562.0,20.0,151,20.0,50.0,174.0,13.0,71.0,1041.0,30,9,9,7.55,0.4,0.13245033112582782,8.7,0.28735632183908044,221.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
196.0,MITSUBISHI,115/22,50,17,2021,13900,50517,4337.0,307.0,16.0,56,20.0,16.0,116.0,25.0,24.0,535.0,67,22,6,3.5,1.25,0.35714285714285715,5.8,0.13793103448275862,92.0,F1,Uncertain,Uncertain,T1,T3,F1,2
196.0,MITSUBISHI,115/22,50,17,2020,24440,60500,3538.0,142.0,54.0,52,20.0,1.0,62.0,10.0,45.0,366.0,68,19,5,0.9629629629629629,20.0,0.38461538461538464,3.1,0.016129032258064516,73.0,F1,Uncertain,Uncertain,PD,T3,F1,2
196.0,MITSUBISHI,115/22,50,17,2022,5370,52230,4385.0,308.0,13.0,100,20.0,5.0,97.0,11.0,64.0,598.0,68,19,7,7.6923076923076925,4.0,0.2,4.85,0.05154639175257732,125.0,F1,Uncertain,Uncertain,T1,T3,F1,2
197.0,MITSUBISHI,115/22,50,17,2022,13780,52033,4254.0,107.0,45.0,96,20.0,3.0,283.0,25.0,164.0,715.0,36,15,7,2.1333333333333333,6.666666666666667,0.20833333333333334,14.15,0.01060070671378092,119.0,F1,Uncertain,Uncertain,T1,T3,F1,2
197.0,MITSUBISHI,115/22,50,17,2023,3280,46870,2909.0,146.0,28.0,98,20.0,16.0,257.0,13.0,162.0,720.0,30,7,8,3.5,1.25,0.20408163265306123,12.85,0.0622568093385214,134.0,F1,Uncertain,Uncertain,T1,T3,F1,2
197.0,MITSUBISHI,115/22,50,17,2024,3808,40180,3671.0,167.0,31.0,184,20.0,10.0,271.0,55.0,298.0,1016.0,67,19,9,5.935483870967742,2.0,0.10869565217391304,13.55,0.03690036900369004,214.0,F1,Uncertain,Uncertain,T1,T3,F1,2
198.0,MEIDEN,115/22,50,20,2024,1800,27460,1728.0,113.0,4.0,63,20.0,4.0,125.0,17.0,75.0,401.0,58,9,9,15.75,5.0,0.31746031746031744,6.25,0.032,87.0,F1,Uncertain,Uncertain,T1,T3,F1,2
198.0,MEIDEN,115/22,50,20,2022,4520,37850,2274.0,89.0,4.0,22,20.0,7.0,43.0,4.0,24.0,193.0,64,12,7,5.5,2.857142857142857,0.9090909090909091,2.15,0.16279069767441862,49.0,F1,Uncertain,Uncertain,PD,T3,F1,2
198.0,MEIDEN,115/22,50,20,2023,2590,36000,1980.0,91.0,2.0,38,20.0,1.0,67.0,3.0,33.0,235.0,65,8,8,19.0,20.0,0.5263157894736842,3.35,0.014925373134328358,59.0,F1,Uncertain,Uncertain,PD,T3,F1,2
198.0,MEIDEN,115/22,50,20,2020,6184,50515,2475.0,98.0,23.0,80,20.0,35.0,227.0,25.0,144.0,572.0,58,13,5,3.4782608695652173,0.5714285714285714,0.25,11.35,0.15418502202643172,135.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
198.0,MEIDEN,115/22,50,20,2021,7385,28262,1139.0,8.0,5.0,10,20.0,35.0,24.0,25.0,37.0,47.0,56,12,6,2.0,0.5714285714285714,2.0,1.2,1.4583333333333333,65.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
199.0,MEIDEN,115/22,50,20,2020,5734,49999,2791.0,119.0,30.0,73,20.0,35.0,190.0,25.0,117.0,529.0,51,14,5,2.433333333333333,0.5714285714285714,0.273972602739726,9.5,0.18421052631578946,128.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
199.0,MEIDEN,115/22,50,20,2021,7281,26945,1038.0,65.0,4.0,60,20.0,35.0,25.0,25.0,37.0,94.0,50,10,6,15.0,0.5714285714285714,0.3333333333333333,1.25,1.4,115.0,Uncertain,Uncertain,Uncertain,Uncertain,T3,T3,6
199.0,MEIDEN,115/22,50,20,2022,5210,33230,1851.0,84.0,3.0,14,20.0,35.0,32.0,1.0,18.0,152.0,57,9,7,4.666666666666667,0.5714285714285714,1.4285714285714286,1.6,1.09375,69.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
199.0,MEIDEN,115/22,50,20,2023,4130,31250,1700.0,89.0,2.0,20,20.0,1.0,44.0,1.0,27.0,184.0,59,4,8,10.0,20.0,1.0,2.2,0.022727272727272728,41.0,F1,Uncertain,Uncertain,PD,T3,F1,2
199.0,MEIDEN,115/22,50,20,2024,19440,34980,1161.0,76.0,2.0,27,20.0,3.0,81.0,13.0,48.0,250.0,51,8,9,13.5,6.666666666666667,0.7407407407407407,4.05,0.037037037037037035,50.0,F1,Uncertain,Uncertain,PD,T3,F1,2
200.0,OSAKA,115/22,50,40,2023,2445,43827,2698.0,107.0,42.0,39,20.0,3.0,54.0,5.0,24.0,274.0,53,15,8,0.9285714285714286,6.666666666666667,0.5128205128205128,2.7,0.05555555555555555,62.0,F1,Uncertain,Uncertain,PD,T3,F1,2
200.0,OSAKA,115/22,50,40,2022,3754,44892,2832.0,95.0,153.0,40,20.0,11.0,82.0,16.0,100.0,497.0,54,13,7,0.26143790849673204,1.8181818181818181,0.5,4.1,0.13414634146341464,71.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
200.0,OSAKA,115/22,50,40,2024,4220,32720,2682.0,115.0,12.0,40,20.0,3.0,52.0,12.0,36.0,270.0,37,12,9,3.3333333333333335,6.666666666666667,0.5,2.6,0.057692307692307696,63.0,F1,Uncertain,Uncertain,PD,T3,F1,2
200.0,OSAKA,115/22,50,40,2020,20185,54042,1201.0,34.0,60.0,21,20.0,6.0,55.0,25.0,53.0,254.0,56,15,5,0.35,3.3333333333333335,0.9523809523809523,2.75,0.10909090909090909,47.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
200.0,OSAKA,115/22,50,40,2019,64250,49978,4867.0,127.0,8.0,15,20.0,5.0,54.0,8.0,27.0,244.0,57,30,4,1.875,4.0,1.3333333333333333,2.7,0.09259259259259259,40.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
200.0,OSAKA,115/22,50,40,2021,4395,51035,2448.0,91.0,31.0,18,20.0,3.0,64.0,9.0,46.0,262.0,54,17,6,0.5806451612903226,6.666666666666667,1.1111111111111112,3.2,0.046875,41.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
201.0,FUJI,115/22,50,27,2024,11890,35637,1131.0,134.0,12.0,7,20.0,7.0,10.0,2.0,2.0,174.0,27,21,9,0.5833333333333334,2.857142857142857,2.857142857142857,0.5,0.7,34.0,F1,Uncertain,Uncertain,PD,PD,PD,3
201.0,FUJI,115/22,50,27,2023,5381,22242,842.0,112.0,11.0,1,20.0,5.0,6.0,2.0,1.0,138.0,28,11,8,0.09090909090909091,4.0,20.0,0.3,0.8333333333333334,26.0,F1,Uncertain,Uncertain,PD,PD,PD,3
201.0,FUJI,115/22,50,27,2022,7210,26590,468.0,51.0,1.0,60,20.0,35.0,55.0,2.0,37.0,54.0,31,19,7,60.0,0.5714285714285714,0.3333333333333333,2.75,0.6363636363636364,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
201.0,FUJI,115/22,50,27,2018,8352,40696,753.0,103.0,10.0,2,20.0,4.0,1.0,2.0,37.0,122.0,32,28,3,0.2,5.0,10.0,0.05,4.0,26.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
201.0,FUJI,115/22,50,27,2020,245592,172990,1597.0,226.0,48.0,8,20.0,1.0,16.0,3.0,6.0,308.0,37,16,5,0.16666666666666666,20.0,2.5,0.8,0.0625,29.0,F1,Uncertain,Uncertain,PD,PD,PD,3
201.0,FUJI,115/22,50,27,2021,6231,32199,1359.0,213.0,54.0,3,20.0,35.0,2.0,25.0,37.0,272.0,37,13,6,0.05555555555555555,0.5714285714285714,6.666666666666667,0.1,17.5,58.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
201.0,FUJI,115/22,50,27,2019,7800,45490,950.0,950.0,17.0,7,20.0,35.0,55.0,25.0,37.0,24.0,50,34,4,0.4117647058823529,0.5714285714285714,2.857142857142857,2.75,0.6363636363636364,62.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
202.0,FUJI,115/22,50,26,2020,5599,41664,424.0,67.0,10.0,9,20.0,2.0,12.0,25.0,6.0,106.0,32,24,5,0.9,10.0,2.2222222222222223,0.6,0.16666666666666666,31.0,F1,Uncertain,Uncertain,PD,PD,PD,3
202.0,FUJI,115/22,50,26,2021,8680,51910,184.0,38.0,25.0,5,20.0,35.0,7.0,10.0,4.0,89.0,54,26,6,0.2,0.5714285714285714,4.0,0.35,5.0,60.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
202.0,FUJI,115/22,50,26,2022,4220,29580,1529.0,163.0,5.0,27,20.0,35.0,19.0,29.0,13.0,256.0,52,17,7,5.4,0.5714285714285714,0.7407407407407407,0.95,1.8421052631578947,82.0,Uncertain,Uncertain,Uncertain,D1,T3,D1,0
202.0,FUJI,115/22,50,26,2023,4382,30907,1534.0,218.0,10.0,2,20.0,5.0,24.0,25.0,7.0,266.0,51,13,8,0.2,4.0,10.0,1.2,0.20833333333333334,27.0,F1,Uncertain,Uncertain,PD,PD,PD,3
202.0,FUJI,115/22,50,26,2024,8487,33722,1405.0,265.0,13.0,15,20.0,8.0,18.0,3.0,9.0,331.0,54,15,9,1.1538461538461537,2.5,1.3333333333333333,0.9,0.4444444444444444,43.0,F1,Uncertain,Uncertain,PD,PD,PD,3
203.0,VOLTA WERKE,115/22,50,31,2024,8841,51300,1270.0,120.0,29.0,92,20.0,9.0,235.0,25.0,171.0,656.0,48,9,9,3.1724137931034484,2.2222222222222223,0.21739130434782608,11.75,0.03829787234042553,121.0,F1,Uncertain,Uncertain,T1,T3,F1,2
203.0,VOLTA WERKE,115/22,50,31,2023,6972,59867,1458.0,118.0,34.0,105,20.0,6.0,303.0,25.0,147.0,713.0,43,8,8,3.088235294117647,3.3333333333333335,0.19047619047619047,15.15,0.019801980198019802,131.0,F1,Uncertain,Uncertain,T1,T3,F1,2
203.0,VOLTA WERKE,115/22,50,31,2022,4990,65061,1429.0,119.0,77.0,60,20.0,12.0,262.0,25.0,103.0,573.0,48,13,7,0.7792207792207793,1.6666666666666667,0.3333333333333333,13.1,0.04580152671755725,92.0,F1,Uncertain,Uncertain,T1,Uncertain,F1,2
203.0,VOLTA WERKE,115/22,50,31,2020,5910,64510,756.0,84.0,49.0,102,20.0,4.0,282.0,30.0,240.0,791.0,50,28,5,2.0816326530612246,5.0,0.19607843137254902,14.1,0.014184397163120567,126.0,F1,Uncertain,Uncertain,T1,T3,F1,2
203.0,VOLTA WERKE,115/22,50,31,2019,12035,53447,774.0,57.0,2.0,51,20.0,5.0,170.0,25.0,129.0,414.0,36,17,4,25.5,4.0,0.39215686274509803,8.5,0.029411764705882353,76.0,F1,Uncertain,Uncertain,PD,T3,F1,2
203.0,VOLTA WERKE,115/22,50,31,2018,8366,60042,1307.0,108.0,33.0,98,20.0,12.0,268.0,25.0,138.0,657.0,52,11,3,2.9696969696969697,1.6666666666666667,0.20408163265306123,13.4,0.04477611940298507,130.0,F1,Uncertain,Uncertain,T1,T3,F1,2
203.0,VOLTA WERKE,115/22,50,31,2021,6662,53842,1639.0,76.0,47.0,92,20.0,3.0,249.0,1.0,196.0,664.0,47,8,6,1.9574468085106382,6.666666666666667,0.21739130434782608,12.45,0.012048192771084338,115.0,F1,Uncertain,Uncertain,T1,T3,F1,2
