Tr.,MFG,KV,MVA,Age,Year Test,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TCG,TEMP,WATER,year_num,R1,R2,R3,R4,R5,Duval_Total,IRM_fault,DRM_fault,RRM_fault,DTM_fault,DPM_fault,fault_majority_vote,faults_index
168.0,FUJI,115/22,50,27,2019,7165,40048,981.0,73.0,8.0,29,20.0,7.0,101.0,25.0,61.0,279.0,49,24,4,3.625,2.857142857142857,0.6896551724137931,5.05,0.06930693069306931,56.0,F1,Uncertain,Uncertain,PD,T3,F1,2
168.0,FUJI,115/22,50,27,2021,6637,49718,949.0,74.0,17.0,40,20.0,8.0,128.0,25.0,66.0,333.0,51,18,6,2.3529411764705883,2.5,0.5,6.4,0.0625,68.0,F1,Uncertain,Uncertain,PD,T3,F1,2
169.0,DAIHEN,115/22,50,12,2020,7319,42409,1958.0,496.0,9.0,60,20.0,35.0,5.0,25.0,37.0,510.0,44,28,5,6.666666666666667,0.5714285714285714,0.3333333333333333,0.25,7.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
169.0,DAIHEN,115/22,50,12,2021,9795,48369,2033.0,453.0,35.0,60,20.0,35.0,1.0,25.0,3.0,492.0,48,14,6,1.7142857142857142,0.5714285714285714,0.3333333333333333,0.05,35.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
169.0,DAIHEN,115/22,50,12,2022,24685,55269,1876.0,526.0,12.0,60,20.0,35.0,55.0,25.0,37.0,538.0,48,37,7,5.0,0.5714285714285714,0.3333333333333333,2.75,0.6363636363636364,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
169.0,DAIHEN,115/22,50,12,2023,20593,62062,1915.0,538.0,27.0,17,20.0,9.0,124.0,25.0,38.0,753.0,48,25,8,0.6296296296296297,2.2222222222222223,1.1764705882352942,6.2,0.07258064516129033,46.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
169.0,DAIHEN,115/22,50,12,2024,8660,66241,3861.0,886.0,38.0,6,20.0,9.0,4.0,5.0,8.0,956.0,47,15,9,0.15789473684210525,2.2222222222222223,3.3333333333333335,0.2,2.25,35.0,D1,Uncertain,Uncertain,PD,PD,PD,3
170.0,EKARAT,115/22,50,12,2024,24205,57549,3498.0,932.0,12.0,7,20.0,6.0,3.0,25.0,37.0,960.0,40,7,9,0.5833333333333334,3.3333333333333335,2.857142857142857,0.15,2.0,33.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
170.0,EKARAT,115/22,50,12,2023,17042,60525,3992.0,1079.0,20.0,2,20.0,6.0,4.0,20.0,37.0,1131.0,52,15,8,0.1,3.3333333333333335,10.0,0.2,1.5,28.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
170.0,EKARAT,115/22,50,12,2022,9240,61510,3981.0,820.0,19.0,2,20.0,35.0,1.0,34.0,2.0,878.0,25,11,7,0.10526315789473684,0.5714285714285714,10.0,0.05,35.0,57.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
170.0,EKARAT,115/22,50,12,2020,16681,61669,2126.0,601.0,18.0,3,20.0,35.0,3.0,25.0,7.0,632.0,40,12,5,0.16666666666666666,0.5714285714285714,6.666666666666667,0.15,11.666666666666666,58.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
170.0,EKARAT,115/22,50,12,2021,10500,112890,3985.0,818.0,38.0,60,20.0,35.0,1.0,31.0,1.0,889.0,52,14,6,1.5789473684210527,0.5714285714285714,0.3333333333333333,0.05,35.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
171.0,MEIDEN,115/22,50,12,2020,13735,45252,3053.0,1648.0,23.0,6,20.0,35.0,2.0,25.0,6.0,1685.0,26,11,5,0.2608695652173913,0.5714285714285714,3.3333333333333335,0.1,17.5,61.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
171.0,MEIDEN,115/22,50,12,2021,24926,83441,1896.0,570.0,3.0,6,20.0,3.0,1.0,1.0,2.0,586.0,35,17,6,2.0,6.666666666666667,3.3333333333333335,0.05,3.0,29.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
171.0,MEIDEN,115/22,50,12,2022,26370,79130,2334.0,292.0,1.0,2,20.0,35.0,1.0,161.0,3.0,460.0,53,12,7,2.0,0.5714285714285714,10.0,0.05,35.0,57.0,Uncertain,Uncertain,Uncertain,Uncertain,T1,T1,4
171.0,MEIDEN,115/22,50,12,2023,23363,70547,2718.0,1085.0,8.0,1,20.0,6.0,9.0,25.0,37.0,1109.0,41,29,8,0.125,3.3333333333333335,20.0,0.45,0.6666666666666666,27.0,F1,Uncertain,Uncertain,PD,PD,PD,3
171.0,MEIDEN,115/22,50,12,2024,20095,63287,3379.0,1331.0,7.0,7,20.0,12.0,5.0,25.0,37.0,1362.0,60,7,9,1.0,1.6666666666666667,2.857142857142857,0.25,2.4,39.0,D1,Uncertain,Uncertain,PD,Uncertain,D1,0
172.0,EKARAT,115/22,50,11,2024,21748,58018,2455.0,616.0,14.0,10,20.0,12.0,8.0,7.0,15.0,682.0,50,13,9,0.7142857142857143,1.6666666666666667,2.0,0.4,1.5,42.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
172.0,EKARAT,115/22,50,11,2022,10543,74826,2519.0,520.0,15.0,4,20.0,3.0,3.0,6.0,4.0,555.0,47,14,7,0.26666666666666666,6.666666666666667,5.0,0.15,1.0,27.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
172.0,EKARAT,115/22,50,11,2023,8612,54803,2623.0,529.0,9.0,5,20.0,10.0,12.0,25.0,37.0,565.0,50,5,8,0.5555555555555556,2.0,4.0,0.6,0.8333333333333334,35.0,F1,Uncertain,Uncertain,PD,PD,PD,3
172.0,EKARAT,115/22,50,11,2021,5570,12487,2500.0,525.0,33.0,60,20.0,35.0,3.0,25.0,37.0,561.0,54,9,6,1.8181818181818181,0.5714285714285714,0.3333333333333333,0.15,11.666666666666666,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
172.0,EKARAT,115/22,50,11,2020,3600,65490,2426.0,500.0,31.0,9,20.0,35.0,5.0,5.0,8.0,558.0,50,12,5,0.2903225806451613,0.5714285714285714,2.2222222222222223,0.25,7.0,64.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
173.0,EKARAT,115/22,50,11,2020,4310,68350,2162.0,1033.0,31.0,8,20.0,2.0,5.0,9.0,7.0,1095.0,42,15,5,0.25806451612903225,10.0,2.5,0.25,0.4,30.0,F1,Uncertain,Uncertain,PD,PD,PD,3
173.0,EKARAT,115/22,50,11,2021,8520,62665,2200.0,498.0,20.0,60,20.0,5.0,4.0,25.0,5.0,532.0,50,17,6,3.0,4.0,0.3333333333333333,0.2,1.25,85.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
173.0,EKARAT,115/22,50,11,2022,10062,71895,2276.0,577.0,17.0,4,20.0,4.0,3.0,5.0,4.0,614.0,42,16,7,0.23529411764705882,5.0,5.0,0.15,1.3333333333333333,28.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
173.0,EKARAT,115/22,50,11,2023,18305,56964,1926.0,528.0,7.0,3,20.0,12.0,6.0,25.0,37.0,556.0,55,13,8,0.42857142857142855,1.6666666666666667,6.666666666666667,0.3,2.0,35.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
173.0,EKARAT,115/22,50,11,2024,18650,48000,2100.0,588.0,7.0,11,20.0,15.0,5.0,37.0,9.0,672.0,48,13,9,1.5714285714285714,1.3333333333333333,1.8181818181818181,0.25,3.0,46.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
174.0,MITSUBISHI,115/22,50,27,2024,8656,87939,4052.0,222.0,24.0,115,20.0,4.0,387.0,15.0,202.0,969.0,56,13,9,4.791666666666667,5.0,0.17391304347826086,19.35,0.0103359173126615,139.0,F1,Uncertain,Uncertain,T1,T3,F1,2
174.0,MITSUBISHI,115/22,50,27,2023,2670,76800,5403.0,125.0,11.0,97,20.0,3.0,285.0,10.0,16.0,547.0,58,14,8,8.818181818181818,6.666666666666667,0.20618556701030927,14.25,0.010526315789473684,120.0,F1,Uncertain,Uncertain,T1,T3,F1,2
174.0,MITSUBISHI,115/22,50,27,2022,4280,72640,5811.0,147.0,16.0,71,20.0,3.0,226.0,14.0,174.0,651.0,57,13,7,4.4375,6.666666666666667,0.28169014084507044,11.3,0.01327433628318584,94.0,F1,Uncertain,Uncertain,T1,T3,F1,2
174.0,MITSUBISHI,115/22,50,27,2020,3030,65300,4800.0,250.0,38.0,80,20.0,35.0,193.0,21.0,170.0,752.0,55,18,5,2.1052631578947367,0.5714285714285714,0.25,9.65,0.18134715025906736,135.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
174.0,MITSUBISHI,115/22,50,27,2019,3490,65310,4608.0,224.0,49.0,75,20.0,35.0,223.0,55.0,192.0,818.0,54,17,4,1.530612244897959,0.5714285714285714,0.26666666666666666,11.15,0.15695067264573992,130.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
174.0,MITSUBISHI,115/22,50,27,2021,10060,80780,6039.0,138.0,10.0,70,20.0,35.0,215.0,17.0,37.0,450.0,80,25,6,7.0,0.5714285714285714,0.2857142857142857,10.75,0.16279069767441862,125.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
175.0,ALSTHOM,115/22,50,29,2019,9520,93990,2968.0,277.0,39.0,92,20.0,35.0,214.0,27.0,151.0,800.0,56,11,4,2.358974358974359,0.5714285714285714,0.21739130434782608,10.7,0.16355140186915887,147.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
175.0,ALSTHOM,115/22,50,29,2020,3580,66260,3000.0,280.0,32.0,100,20.0,35.0,160.0,25.0,126.0,698.0,51,18,5,3.125,0.5714285714285714,0.2,8.0,0.21875,155.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
175.0,ALSTHOM,115/22,50,29,2021,9580,85180,3665.0,161.0,5.0,73,20.0,35.0,194.0,8.0,37.0,441.0,55,8,6,14.6,0.5714285714285714,0.273972602739726,9.7,0.18041237113402062,128.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
175.0,ALSTHOM,115/22,50,29,2022,3470,84920,3743.0,182.0,11.0,86,20.0,2.0,239.0,11.0,171.0,702.0,70,13,7,7.818181818181818,10.0,0.23255813953488372,11.95,0.008368200836820083,108.0,F1,Uncertain,Uncertain,T1,T3,F1,2
175.0,ALSTHOM,115/22,50,29,2024,15166,79809,3502.0,159.0,19.0,105,20.0,6.0,319.0,19.0,184.0,811.0,32,10,9,5.526315789473684,3.3333333333333335,0.19047619047619047,15.95,0.018808777429467086,131.0,F1,Uncertain,Uncertain,T1,T3,F1,2
175.0,ALSTHOM,115/22,50,29,2023,4320,78070,3624.0,162.0,8.0,101,20.0,2.0,284.0,13.0,217.0,787.0,32,13,8,12.625,10.0,0.19801980198019803,14.2,0.007042253521126761,123.0,F1,Uncertain,Uncertain,T1,T3,F1,2
176.0,ABB,115/22,50,18,2023,6694,49345,2464.0,164.0,16.0,74,20.0,1.0,157.0,25.0,108.0,520.0,52,14,8,4.625,20.0,0.2702702702702703,7.85,0.006369426751592357,95.0,F1,Uncertain,Uncertain,T1,T3,F1,2
176.0,ABB,115/22,50,18,2024,10044,52979,2337.0,184.0,24.0,75,20.0,2.0,159.0,8.0,83.0,535.0,46,9,9,3.125,10.0,0.26666666666666666,7.95,0.012578616352201259,97.0,F1,Uncertain,Uncertain,T1,T3,F1,2
176.0,ABB,115/22,50,18,2021,6932,46668,2169.0,125.0,16.0,45,20.0,35.0,118.0,25.0,42.0,346.0,50,25,6,2.8125,0.5714285714285714,0.4444444444444444,5.9,0.2966101694915254,100.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
176.0,ABB,115/22,50,18,2020,10984,56737,2429.0,150.0,8.0,39,20.0,4.0,103.0,25.0,55.0,359.0,36,17,5,4.875,5.0,0.5128205128205128,5.15,0.038834951456310676,63.0,F1,Uncertain,Uncertain,PD,T3,F1,2
176.0,ABB,115/22,50,18,2022,10452,45289,2271.0,151.0,15.0,36,20.0,4.0,126.0,25.0,38.0,370.0,58,18,7,2.4,5.0,0.5555555555555556,6.3,0.031746031746031744,60.0,F1,Uncertain,Uncertain,PD,T3,F1,2
177.0,MEIDEN,115/22,50,27,2021,10158,64575,4675.0,1229.0,8.0,60,20.0,8.0,10.0,25.0,37.0,1255.0,59,22,6,7.5,2.5,0.3333333333333333,0.5,0.8,88.0,F1,Uncertain,Uncertain,T1,Uncertain,F1,2
177.0,MEIDEN,115/22,50,27,2022,8879,69747,5225.0,1492.0,8.0,2,20.0,9.0,6.0,25.0,37.0,1517.0,60,13,7,0.25,2.2222222222222223,10.0,0.3,1.5,31.0,Uncertain,Uncertain,Uncertain,PD,PD,PD,3
177.0,MEIDEN,115/22,50,27,2023,12249,66627,4757.0,1323.0,3.0,7,20.0,2.0,4.0,25.0,37.0,1339.0,52,18,8,2.3333333333333335,10.0,2.857142857142857,0.2,0.5,29.0,F1,Uncertain,Uncertain,PD,T3,F1,2
177.0,MEIDEN,115/22,50,27,2024,19669,85142,4045.0,1086.0,3.0,11,20.0,15.0,5.0,3.0,3.0,1126.0,50,10,9,3.6666666666666665,1.3333333333333333,1.8181818181818181,0.25,3.0,46.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
178.0,ALSTHOM,115/22,50,29,2019,7921,49022,2478.0,250.0,54.0,111,20.0,35.0,216.0,25.0,167.0,798.0,52,5,4,2.0555555555555554,0.5714285714285714,0.18018018018018017,10.8,0.16203703703703703,166.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
178.0,ALSTHOM,115/22,50,29,2020,5414,48301,2120.0,276.0,11.0,98,20.0,7.0,236.0,25.0,154.0,782.0,55,36,5,8.909090909090908,2.857142857142857,0.20408163265306123,11.8,0.029661016949152543,125.0,F1,Uncertain,Uncertain,T1,T3,F1,2
178.0,ALSTHOM,115/22,50,29,2021,3713,20422,1152.0,16.0,28.0,2,20.0,1.0,15.0,25.0,14.0,76.0,56,7,6,0.07142857142857142,20.0,10.0,0.75,0.06666666666666667,23.0,PD,Uncertain,Uncertain,PD,PD,PD,3
178.0,ALSTHOM,115/22,50,29,2022,7944,33758,1578.0,117.0,25.0,14,20.0,1.0,18.0,25.0,11.0,186.0,50,9,7,0.56,20.0,1.4285714285714286,0.9,0.05555555555555555,35.0,F1,Uncertain,Uncertain,PD,PD,PD,3
178.0,ALSTHOM,115/22,50,29,2023,4910,19552,1553.0,105.0,14.0,16,20.0,35.0,16.0,25.0,6.0,157.0,55,8,8,1.1428571428571428,0.5714285714285714,1.25,0.8,2.1875,71.0,Uncertain,Uncertain,Uncertain,D1,T3,D1,0
178.0,ALSTHOM,115/22,50,29,2024,12148,32816,2167.0,141.0,18.0,15,20.0,1.0,20.0,2.0,12.0,209.0,57,10,9,0.8333333333333334,20.0,1.3333333333333333,1.0,0.05,36.0,F1,Uncertain,Uncertain,PD,PD,PD,3
179.0,MITSUBISHI,115/22,50,26,2023,9916,59451,5160.0,132.0,183.0,148,20.0,1.0,560.0,25.0,257.0,1281.0,57,17,8,0.8087431693989071,20.0,0.13513513513513514,28.0,0.0017857142857142857,169.0,F1,Uncertain,Uncertain,T1,T3,F1,2
179.0,MITSUBISHI,115/22,50,26,2022,3441,67091,6854.0,34.0,49.0,44,20.0,8.0,641.0,25.0,309.0,1085.0,60,15,7,0.8979591836734694,2.5,0.45454545454545453,32.05,0.0124804992199688,72.0,F1,Uncertain,Uncertain,PD,Uncertain,F1,2
179.0,MITSUBISHI,115/22,50,26,2024,4460,48960,4539.0,128.0,30.0,228,20.0,10.0,789.0,68.0,482.0,1735.0,51,15,9,7.6,2.0,0.08771929824561403,39.45,0.012674271229404309,258.0,F1,Uncertain,Uncertain,T1,T3,F1,2
179.0,MITSUBISHI,115/22,50,26,2020,4131,62884,5222.0,124.0,25.0,142,20.0,35.0,262.0,25.0,247.0,800.0,55,17,5,5.68,0.5714285714285714,0.14084507042253522,13.1,0.13358778625954199,197.0,F1,Uncertain,Uncertain,T1,T3,F1,2
179.0,MITSUBISHI,115/22,50,26,2021,9104,56495,4244.0,112.0,21.0,117,20.0,16.0,468.0,25.0,189.0,923.0,62,27,6,5.571428571428571,1.25,0.17094017094017094,23.4,0.03418803418803419,153.0,F1,Uncertain,Uncertain,T1,T3,F1,2
180.0,ALSTHOM,115/22,50,29,2024,13170,34550,2435.0,157.0,8.0,22,20.0,4.0,23.0,13.0,16.0,243.0,53,16,9,2.75,5.0,0.9090909090909091,1.15,0.17391304347826086,46.0,F1,Uncertain,Uncertain,PD,T3,F1,2
180.0,ALSTHOM,115/22,50,29,2023,4877,32432,2566.0,204.0,13.0,19,20.0,3.0,23.0,25.0,5.0,267.0,50,14,8,1.4615384615384615,6.666666666666667,1.0526315789473684,1.15,0.13043478260869565,42.0,F1,Uncertain,Uncertain,PD,PD,PD,3
180.0,ALSTHOM,115/22,50,29,2020,5998,30804,1596.0,161.0,13.0,12,20.0,13.0,26.0,25.0,37.0,225.0,55,30,5,0.9230769230769231,1.5384615384615385,1.6666666666666667,1.3,0.5,45.0,F1,Uncertain,Uncertain,PD,PD,PD,3
180.0,ALSTHOM,115/22,50,29,2021,3746,30813,2288.0,36.0,34.0,5,20.0,4.0,22.0,3.0,18.0,122.0,40,11,6,0.14705882352941177,5.0,4.0,1.1,0.18181818181818182,29.0,F1,Uncertain,Uncertain,PD,PD,PD,3
180.0,ALSTHOM,115/22,50,29,2022,14344,46321,2226.0,164.0,20.0,16,20.0,4.0,19.0,4.0,11.0,238.0,50,15,7,0.8,5.0,1.25,0.95,0.21052631578947367,40.0,F1,Uncertain,Uncertain,PD,PD,PD,3
181.0,ABB,115/22,50,17,2019,7413,36144,2881.0,204.0,12.0,14,20.0,35.0,5.0,25.0,37.0,235.0,58,18,4,1.1666666666666667,0.5714285714285714,1.4285714285714286,0.25,7.0,69.0,Uncertain,Uncertain,Uncertain,Uncertain,T1,T1,4
181.0,ABB,115/22,50,17,2020,8339,36239,2611.0,210.0,17.0,12,20.0,35.0,5.0,25.0,37.0,244.0,50,10,5,0.7058823529411765,0.5714285714285714,1.6666666666666667,0.25,7.0,67.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
181.0,ABB,115/22,50,17,2021,5956,50974,3146.0,137.0,25.0,27,20.0,35.0,4.0,25.0,2.0,195.0,48,8,6,1.08,0.5714285714285714,0.7407407407407407,0.2,8.75,82.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
181.0,ABB,115/22,50,17,2022,6190,47880,2765.0,149.0,12.0,18,20.0,35.0,5.0,2.0,3.0,189.0,40,9,7,1.5,0.5714285714285714,1.1111111111111112,0.25,7.0,73.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
181.0,ABB,115/22,50,17,2023,13915,40250,3571.0,214.0,6.0,17,20.0,35.0,7.0,25.0,37.0,244.0,46,16,8,2.8333333333333335,0.5714285714285714,1.1764705882352942,0.35,5.0,72.0,Uncertain,Uncertain,Uncertain,D1,T1,D1,0
181.0,ABB,115/22,50,17,2024,9535,39592,2789.0,262.0,4.0,24,20.0,2.0,6.0,3.0,2.0,303.0,52,7,9,6.0,10.0,0.8333333333333334,0.3,0.3333333333333333,46.0,F1,Uncertain,Uncertain,PD,T3,F1,2
182.0,ABB,115/22,50,17,2020,7390,37151,3303.0,242.0,14.0,20,20.0,35.0,10.0,25.0,37.0,286.0,63,22,5,1.4285714285714286,0.5714285714285714,1.0,0.5,3.5,75.0,Uncertain,Uncertain,Uncertain,D1,T3,D1,0
182.0,ABB,115/22,50,17,2021,4932,51074,3827.0,174.0,29.0,43,20.0,35.0,7.0,25.0,4.0,257.0,53,11,6,1.4827586206896552,0.5714285714285714,0.46511627906976744,0.35,5.0,98.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
182.0,ABB,115/22,50,17,2022,5850,46820,2932.0,147.0,13.0,21,20.0,35.0,6.0,77.0,4.0,268.0,38,7,7,1.6153846153846154,0.5714285714285714,0.9523809523809523,0.3,5.833333333333333,76.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
182.0,ABB,115/22,50,17,2023,11002,39700,3456.0,249.0,8.0,27,20.0,35.0,9.0,25.0,37.0,293.0,49,11,8,3.375,0.5714285714285714,0.7407407407407407,0.45,3.888888888888889,82.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
182.0,ABB,115/22,50,17,2024,11425,40502,3227.0,271.0,3.0,30,20.0,2.0,8.0,3.0,4.0,321.0,52,10,9,10.0,10.0,0.6666666666666666,0.4,0.25,52.0,F1,Uncertain,Uncertain,PD,T3,F1,2
183.0,ABB,115/22,50,13,2024,32890,43170,1666.0,527.0,2.0,6,20.0,3.0,1.0,33.0,37.0,572.0,40,10,9,3.0,6.666666666666667,3.3333333333333335,0.05,3.0,29.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
183.0,ABB,115/22,50,13,2023,27529,51606,1882.0,516.0,7.0,1,20.0,1.0,12.0,25.0,10.0,547.0,50,5,8,0.14285714285714285,20.0,20.0,0.6,0.08333333333333333,22.0,F1,Uncertain,Uncertain,PD,PD,PD,3
183.0,ABB,115/22,50,13,2021,13997,44782,2142.0,435.0,3.0,2,20.0,35.0,1.0,25.0,1.0,442.0,42,14,6,0.6666666666666666,0.5714285714285714,10.0,0.05,35.0,57.0,Uncertain,Uncertain,D2,Uncertain,T1,D2,1
183.0,ABB,115/22,50,13,2022,25906,67279,1929.0,360.0,1.0,4,20.0,2.0,1.0,1.0,37.0,369.0,43,18,7,4.0,10.0,5.0,0.05,2.0,26.0,Uncertain,Uncertain,Uncertain,PD,Uncertain,PD,3
183.0,ABB,115/22,50,13,2019,12331,57931,821.0,135.0,16.0,60,20.0,35.0,55.0,25.0,37.0,151.0,47,20,4,3.75,0.5714285714285714,0.3333333333333333,2.75,0.6363636363636364,115.0,F1,Uncertain,Uncertain,Uncertain,T3,F1,2
183.0,ABB,115/22,50,13,2018,22805,61217,1108.0,279.0,7.0,1,20.0,35.0,55.0,25.0,37.0,287.0,49,8,3,0.14285714285714285,0.5714285714285714,20.0,2.75,0.6363636363636364,56.0,F1,Uncertain,Uncertain,Uncertain,Uncertain,F1,2
183.0,ABB,115/22,50,13,2020,14697,61673,843.0,139.0,25.0,60,20.0,35.0,1.0,25.0,1.0,166.0,36,16,5,2.4,0.5714285714285714,0.3333333333333333,0.05,35.0,115.0,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,Uncertain,7
184.0,DAIHEN,115/22,50,34,2024,16290,19380,1570.0,57.0,10.0,8,20.0,1.0,12.0,25.0,7.0,95.0,54,13,9,0.8,20.0,2.5,0.6,0.08333333333333333,29.0,F1,Uncertain,Uncertain,PD,PD,PD,3
184.0,DAIHEN,115/22,50,34,2023,8039,13837,1854.0,151.0,16.0,6,20.0,1.0,12.0,25.0,7.0,193.0,71,12,8,0.375,20.0,3.3333333333333335,0.6,0.08333333333333333,27.0,F1,Uncertain,Uncertain,PD,PD,PD,3
184.0,DAIHEN,115/22,50,34,2022,20554,54471,1824.0,143.0,10.0,3,20.0,1.0,7.0,2.0,3.0,169.0,40,19,7,0.3,20.0,6.666666666666667,0.35,0.14285714285714285,24.0,F1,Uncertain,Uncertain,PD,PD,PD,3
184.0,DAIHEN,115/22,50,34,2020,3689,15501,2085.0,156.0,40.0,8,20.0,35.0,6.0,25.0,4.0,214.0,53,14,5,0.2,0.5714285714285714,2.5,0.3,5.833333333333333,63.0,Uncertain,Uncertain,D2,Uncertain,Uncertain,D2,1
184.0,DAIHEN,115/22,50,34,2021,3284,14446,2099.0,42.0,13.0,6,20.0,35.0,5.0,25.0,3.0,69.0,60,11,6,0.46153846153846156,0.5714285714285714,3.3333333333333335,0.25,7.0,61.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
184.0,DAIHEN,115/22,50,34,2018,9361,51952,3239.0,154.0,34.0,7,20.0,35.0,2.0,25.0,1.0,198.0,58,15,3,0.20588235294117646,0.5714285714285714,2.857142857142857,0.1,17.5,62.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
184.0,DAIHEN,115/22,50,34,2017,6579,32917,2801.0,141.0,28.0,13,20.0,35.0,3.0,25.0,8.0,193.0,58,25,2,0.4642857142857143,0.5714285714285714,1.5384615384615385,0.15,11.666666666666666,68.0,Uncertain,Uncertain,D2,Uncertain,PD,D2,1
184.0,DAIHEN,115/22,50,34,2016,6125,18154,4049.0,173.0,36.0,16,20.0,35.0,18.0,25.0,8.0,251.0,59,14,1,0.4444444444444444,0.5714285714285714,1.25,0.9,1.9444444444444444,71.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
184.0,DAIHEN,115/22,50,34,2019,6835,16688,1673.0,133.0,8.0,5,20.0,35.0,4.0,25.0,3.0,153.0,54,14,4,0.625,0.5714285714285714,4.0,0.2,8.75,60.0,Uncertain,Uncertain,D2,Uncertain,T1,D2,1
185.0,FUJI,115/22,50,26,2023,6590,50030,590.0,89.0,12.0,47,20.0,3.0,93.0,14.0,57.0,315.0,48,8,8,3.9166666666666665,6.666666666666667,0.425531914893617,4.65,0.03225806451612903,70.0,F1,Uncertain,Uncertain,PD,T3,F1,2
185.0,FUJI,115/22,50,26,2019,6783,44042,424.0,84.0,26.0,42,20.0,2.0,55.0,25.0,37.0,246.0,52,17,4,1.6153846153846154,10.0,0.47619047619047616,2.75,0.03636363636363636,64.0,F1,Uncertain,Uncertain,PD,T3,F1,2
185.0,FUJI,115/22,50,26,2020,11278,69042,716.0,112.0,85.0,41,20.0,2.0,59.0,25.0,41.0,340.0,52,62,5,0.4823529411764706,10.0,0.4878048780487805,2.95,0.03389830508474576,63.0,F1,Uncertain,Uncertain,PD,T3,F1,2
185.0,FUJI,115/22,50,26,2021,10349,61385,253.0,86.0,18.0,38,20.0,6.0,65.0,7.0,30.0,250.0,54,24,6,2.111111111111111,3.3333333333333335,0.5263157894736842,3.25,0.09230769230769231,64.0,F1,Uncertain,Uncertain,PD,T3,F1,2
185.0,FUJI,115/22,50,26,2022,6304,51837,663.0,75.0,16.0,32,20.0,2.0,63.0,25.0,41.0,229.0,44,19,7,2.0,10.0,0.625,3.15,0.031746031746031744,54.0,F1,Uncertain,Uncertain,PD,T3,F1,2
185.0,FUJI,115/22,50,26,2024,13040,43567,670.0,97.0,13.0,30,20.0,6.0,32.0,11.0,21.0,210.0,53,14,9,2.3076923076923075,3.3333333333333335,0.6666666666666666,1.6,0.1875,56.0,F1,Uncertain,Uncertain,PD,T3,F1,2
186.0,FUJI,115/22,50,26,2024,15546,48911,253.0,30.0,12.0,27,20.0,6.0,76.0,3.0,23.0,177.0,40,11,9,2.25,3.3333333333333335,0.7407407407407407,3.8,0.07894736842105263,53.0,F1,Uncertain,Uncertain,PD,T3,F1,2
186.0,FUJI,115/22,50,26,2023,6860,25360,537.0,38.0,29.0,21,20.0,2.0,45.0,25.0,22.0,157.0,47,10,8,0.7241379310344828,10.0,0.9523809523809523,2.25,0.044444444444444446,43.0,F1,Uncertain,Uncertain,PD,T3,F1,2
186.0,FUJI,115/22,50,26,2020,4615,20748,345.0,31.0,73.0,16,20.0,35.0,20.0,25.0,11.0,151.0,51,10,5,0.2191780821917808,0.5714285714285714,1.25,1.0,1.75,71.0,Uncertain,Uncertain,Uncertain,D1,Uncertain,D1,0
