LOC,NAME,CODETX,SER,KV,MVA,YEAR_Energized,Sample Day,Tested Day,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TEMP,NB
UB1,KT1A,UB1KT1A,890900053,115/22,50,2003.0,2022-11-21,2022-12-02,3684,46952,971,213.0,20054,4844.0,4105,25891,4543.0,2497.0,78.0,55.0,
UB1,KT2A,UB1KT2A,338025,115/22,50,,2022-11-21,2022-12-01,5589,32054,705,159.0,24917,8407.0,37231,47048,9394.0,5016.0,186.0,48.0,
UB2,KT1A,UB2KT1A,8R8199T1,115/22,50,,2022-11-21,2022-12-09,10642,39302,294,128.0,9451,2669.0,24865,8390,1969.0,1680.0,82.0,54.0,
UB2,KT2A,UB2KT2A,EDP011202,115/22/11,50,2011.0,2020-03-02,2020-03-30,15554,48135,311,99.0,7764,883.0,6873,867,46.0,148.0,6.0,36.0,
UB2,KT2A,UB2KT2A,EDP011202,115/22/11,50,2011.0,2022-11-21,2022-12-04,13356,55367,272,142.0,6531,1077.0,8799,1290,125.0,824.0,66.0,30.0,
UB2,KT3AA,UB2KT3AA,A1E69002T2,230/115/22,200,2011.0,2022-11-21,2022-12-09,7582,53974,485,169.0,9943,1056.0,9124,1145,83.0,229.0,6.0,42.0,
UB2,KT3AA,UB2KT3AA,A1E69002T2,230/115/22,200,2011.0,2024-02-04,2024-03-02,14255,38867,524,17.0,473,26.0,429,16,45.0,12.0,0.0,54.0,
UB2,KT3AB,UB2KT3AB,A1E69002T2,230/115/22,200,2011.0,2022-11-21,2022-12-01,8889,57981,467,217.0,7908,923.0,8028,944,66.0,330.0,10.0,42.0,
UB2,KT3AB,UB2KT3AB,A1E69002T2,230/115/22,200,2011.0,2024-03-04,2024-03-02,13554,38284,632,58.0,571,44.0,633,53,4.0,1.0,0.0,54.0,
UB2,KT3AC,UB2KT3AC,A1E69002T2,230/115/22,200,2011.0,2024-03-04,2024-03-02,13457,33989,622,99.0,654,48.0,708,54,24.0,5.0,1.0,54.0,
UB2,KT3AC,UB2KT3AC,A1E69002T2,230/115/22,200,2011.0,2022-11-21,2022-12-01,6687,61435,851,281.0,1107,1153.0,9812,1173,79.0,273.0,7.0,42.0,
UB2,KT4AA,UB2KT4AA,98900016,230/121/22,120/160/200,2012.0,2022-11-21,2022-12-08,6548,63751,384,178.0,1285,913.0,5028,1375,138.0,312.0,10.0,44.0,
UB2,KT4AB,UB2KT4AB,98900016,230/121/22,120/160/200,2012.0,2022-11-21,2022-12-08,6028,64219,361,169.0,1325,1342.0,6453,2060,195.0,315.0,10.0,44.0,
UB2,KT4AC,UB2KT4AC,98900016,230/121/22,120/160/200,2012.0,2022-11-21,2022-12-02,5498,60974,653,224.0,1179,1470.0,7284,2205,196.0,1914.0,240.0,44.0,
UD2,KT1A,UD2KT1A,52012,115/22,50,,2020-04-05,2020-05-10,29035,69410,682,57.0,262,99.0,2525,332,18.0,216.0,9.0,52.0,
VRK,KT3A,VRKKT3A,5A1592001,115/22,25,1990.0,2023-07-10,2023-07-13,14910,77570,1289,89.0,1401,85.0,1085,115,6.0,31.0,0.0,40.0,
VRK-P,KT1AA,VRK-PKT1AA,7212507001,220/115/22,66,1986.0,2023-11-25,2024-01-22,24390,48940,2382,321.0,296,85.0,771,212,15.0,1993.0,4.0,0.0,
VRK-P,KT1AB,VRK-PKT1AB,7212507001,220/115/22,66,1986.0,2023-11-25,2024-01-25,17160,48320,2658,374.0,492,77.0,731,138,7.0,384.0,5.0,0.0,
VRK-P,KT1AC,VRK-PKT1AC,7212507001,220/115/22,66,1986.0,2023-11-25,2024-01-25,15920,49880,3377,402.0,486,83.0,728,148,9.0,387.0,6.0,0.0,
VRK-P,KT2A,VRK-PKT2A,5A0178001,115/22,12.5,1984.0,2023-10-22,2023-12-01,6228,55540,2980,376.0,28,71.0,2451,38,26.0,17.0,22.0,,
WN,KT1AA,WNKT1AA,217841-04,525/242,250,2011.0,2022-07-10,2022-07-31,20694,70703,144,132.0,367,42.0,111,54,2.0,15.0,0.0,50.0,
WN,KT1AB,WNKT1AB,217841-02,525/242,250,2011.0,2022-07-10,2022-07-31,17225,60921,147,120.0,489,41.0,116,51,2.0,17.0,0.0,49.0,
WN,KT1AC,WNKT1AC,217841-05,525/242,250,2011.0,2022-07-10,2022-08-01,19443,69735,162,142.0,528,45.0,150,59,2.0,20.0,0.0,49.0,
WN,KT2AA,WNKT2AA,217841-03,525/242,250,2011.0,2022-07-10,2022-07-31,24096,76814,159,128.0,617,51.0,210,59,3.0,15.0,0.0,54.0,
WN,KT2AB,WNKT2AB,217841-01,525/242,250,2011.0,2022-07-10,2022-07-31,23992,69157,135,105.0,591,45.0,168,55,3.0,20.0,1.0,56.0,
WN,KT2AC,WNKT2AC,217841-06,525/242,250,2011.0,2022-07-10,2022-07-31,19302,68134,137,112.0,548,44.0,127,52,3.0,16.0,0.0,55.0,
YL1,KT1A,YL1KT1A,69001T21-2,115/33/11,25,1998.0,2023-10-16,2023-12-01,15893,49457,167,79.0,3321,882.0,5333,2704,267.0,931.0,34.0,47.0,
YL1,KT2A,YL1KT2A,AG69095T321,115/33/11,25,1997.0,2023-10-16,2023-12-02,21263,50327,141,76.0,2948,709.0,3271,1895,150.0,763.0,28.0,44.0,
YL1,KT3A,YL1KT3A,60494002,115/33/11,25,1993.0,2024-01-14,2024-04-05,2738,37754,4959,242.0,13432,3916.0,2464,16537,1630.0,1316.0,68.0,40.0,
YL1,KT3A,YL1KT3A,60494002,115/33/11,25,1993.0,2023-10-16,2023-12-01,4658,32338,4897,138.0,9395,1614.0,1395,8193,859.0,697.0,28.0,38.0,
YL2,KT1A,YL2KT1A,9711291101,230/121/33,200,1993.0,2023-10-15,2023-11-21,23751,37892,2886,312.0,6,11.0,0,1,2.0,1.0,1.0,50.0,
YL2,KT1A,YL2KT1A,9711291101,230/121/33,200,1993.0,2023-12-01,2024-01-07,19260,40070,1935,382.0,8,20.0,24,12,7.0,316.0,3.0,43.0,
YL2,KT2A,YL2KT2A,9711291102,230/121/33,200,1993.0,2023-10-15,2023-11-21,22953,38316,2884,332.0,5,11.0,1,1,1.0,7.0,1.0,49.0,
YL2,KT2A,YL2KT2A,9711291102,230/121/33,200,1993.0,2023-12-01,2024-01-07,17010,38960,1993,399.0,7,19.0,22,5,4.0,285.0,2.0,44.0,
YT,KT1A,YTKT1A,56037,115/22,50,2011.0,2020-03-10,2020-03-30,29685,61139,721,123.0,1640,367.0,7932,724,37.0,123.0,0.0,41.0,
YT,KT2A,YTKT2A,56038,115/22,50,2011.0,2020-03-10,2020-03-30,29521,59262,729,116.0,1113,230.0,5815,562,29.0,104.0,0.0,40.0,
YT,KT3AA,YTKT3AA,504006,230/121/22,200,2018.0,2020-03-10,2020-03-29,14381,28832,2756,125.0,486,50.0,165,21,0.0,0.0,0.0,61.0,
YT,KT4AA,YTKT4AA,9711290101,230/121/22,200,2012.0,2024-02-13,2024-03-03,21772,54410,2038,83.0,746,117.0,1138,212,7.0,142.0,0.0,74.0,
YT,KT4AB,YTKT4AB,9711290101,230/121/22,200,2012.0,2024-02-13,2024-03-21,35756,47176,2710,188.0,175,85.0,1801,387,20.0,208.0,7.0,74.0,
YT,KT4AC,YTKT4AC,9711290101,230/121/22,200,2012.0,2024-02-13,2024-03-20,16625,39576,763,96.0,26,38.0,928,229,12.0,149.0,5.0,74.0,
